Community,Nodes
12235,"[168288, 118819, 407883, 39948, 304397, 247888, 9404, 554332, 127096, 287932]"
12236,"[550962, 53037]"
12237,"[437418, 287314, 188355, 514047]"
12238,"[368240, 248366]"
12239,"[510880, 510212, 136616, 525965, 291025, 25074, 184759, 350584]"
12240,"[427218, 315274, 339621]"
12241,"[216829, 261155, 190117]"
12242,"[443351, 227389, 415239]"
12243,"[434109, 51599]"
12244,"[221178, 217373]"
12245,"[247072, 79298]"
12246,"[32864, 337584]"
12247,"[241818, 439998]"
12248,"[372987, 212796]"
12249,"[104329, 268650]"
12250,"[315289, 531172, 538972]"
12251,"[54596, 11165, 108623]"
12252,"[436611, 53412, 498151, 133547, 154252, 178357, 538038, 332156]"
12253,"[97328, 284791, 346503]"
12254,"[352288, 532935, 423863, 557194, 482427, 43230]"
12255,"[452424, 411648, 39810]"
12256,"[388701, 302583]"
12257,"[126296, 254645, 473686, 243784, 244395, 134239]"
12258,"[161850, 256548, 500286]"
12259,"[373132, 68293]"
12260,"[246658, 62742, 387607, 297081, 360156]"
12261,"[92693, 301246]"
12262,"[66489, 189530]"
12263,"[521280, 361581]"
12264,"[3704, 27667, 472663]"
12265,"[304890, 28171]"
12266,"[417817, 291484]"
12267,"[10066, 263146]"
12268,"[566801, 341084]"
12269,"[402531, 271447]"
12270,"[136960, 34337]"
12271,"[263545, 357019]"
12272,"[192988, 150509]"
12273,"[527957, 277397]"
12274,"[378976, 251222]"
12275,"[290954, 283814, 407661, 422374]"
12276,"[129859, 265453]"
12277,"[379146, 279443]"
12278,"[253315, 448715, 238483, 48152, 176377, 272922, 559451, 408316, 4221, 2622]"
12279,"[47129, 147981]"
12280,"[423761, 453739, 233598, 98623]"
12281,"[65817, 260759]"
12282,"[99589, 122501]"
12283,"[115929, 84238]"
12284,"[497542, 184687]"
12285,"[53040, 73806]"
12286,"[310285, 434077]"
12287,"[27080, 49386]"
12288,"[280041, 465442]"
12289,"[200344, 233250, 133791]"
12290,"[131762, 161029, 128967]"
12291,"[443176, 346338, 404450]"
12292,"[322808, 357497, 565143]"
12293,"[231369, 562900]"
12294,"[246313, 191589]"
12295,"[569057, 281530, 320174]"
12296,"[66465, 142730]"
12297,"[112537, 8958, 364295]"
12298,"[553993, 544631, 528417]"
12299,"[568289, 178791]"
12300,"[97120, 350403, 149444, 101444, 465701, 544135, 207472, 363189, 421980]"
12301,"[493499, 52182, 307807]"
12302,"[301380, 123381]"
12303,"[501560, 557977, 26399]"
12304,"[399704, 282781]"
12305,"[417073, 462010]"
12306,"[61026, 264786, 247927]"
12307,"[273330, 537236, 195668, 303799, 160616]"
12308,"[280153, 185190]"
12309,"[360193, 273678, 409471]"
12310,"[543812, 114199]"
12311,"[405177, 547654]"
12312,"[166960, 532660, 457934]"
12313,"[70874, 526717]"
12314,"[281920, 503841]"
12315,"[531401, 502514, 185380, 103433]"
12316,"[457078, 489239]"
12317,"[422297, 274710]"
12318,"[456652, 574932]"
12319,"[350690, 466851, 520230, 294935, 93530, 131421, 244445]"
12320,"[160973, 298551]"
12321,"[273646, 481263]"
12322,"[109950, 378419, 208938, 177083, 535086]"
12323,"[520520, 354397]"
12324,"[326696, 170307, 410835]"
12325,"[345192, 129858]"
12326,"[378187, 264667]"
12327,"[554176, 473609, 384253, 300694]"
12328,"[337385, 118890, 520194]"
12329,"[181979, 65166, 375903]"
12330,"[422017, 74323, 137651, 433521]"
12331,"[42924, 443557]"
12332,"[10985, 488483]"
12333,"[79923, 123119]"
12334,"[65754, 77260, 413958]"
12335,"[127610, 35547, 129420]"
12336,"[569148, 70663]"
12337,"[443548, 554998]"
12338,"[164226, 205219]"
12339,"[419867, 491927]"
12340,"[414068, 361339, 205964, 427423]"
12341,"[400777, 202118]"
12342,"[305536, 355499]"
12343,"[437640, 299118, 514064, 96723, 152371, 191829, 118005, 12313, 79615]"
12344,"[345605, 101199, 339543]"
12345,"[73377, 392066, 224772, 310053, 181829, 520653, 196046, 134609, 133394, 280507, 156797]"
12346,"[382404, 391238]"
12347,"[132579, 431215]"
12348,"[502585, 336165]"
12349,"[293705, 336253, 505181, 210277]"
12350,"[35786, 130535]"
12351,"[111045, 564205, 454827, 8701]"
12352,"[375321, 115631]"
12353,"[526369, 546626]"
12354,"[50969, 282030]"
12355,"[223073, 427173]"
12356,"[271496, 507894]"
12357,"[376088, 224567]"
12358,"[299865, 376986, 5988, 463325]"
12359,"[459724, 508732, 574252]"
12360,"[94087, 258551, 162515, 563847, 120457]"
12361,"[466082, 546494, 412527]"
12362,"[413874, 541509, 122582, 492759]"
12363,"[6472, 551774]"
12364,"[222978, 248300, 499316, 330869, 496591, 303836, 170687]"
12365,"[286657, 336850, 392738]"
12366,"[286983, 500471]"
12367,"[40429, 280750]"
12368,"[498800, 435857, 436750]"
12369,"[115320, 489983]"
12370,"[229060, 316141]"
12371,"[263728, 340388, 165276]"
12372,"[42440, 203716]"
12373,"[479928, 296739]"
12374,"[132139, 140557, 61502]"
12375,"[557649, 405807]"
12376,"[82258, 45028, 384151]"
12377,"[483904, 50546]"
12378,"[180661, 238790]"
12379,"[521088, 321984, 11951]"
12380,"[36752, 515282, 86434, 208342, 575720, 485225, 167758]"
12381,"[175681, 50445]"
12382,"[3792, 463111, 159383]"
12383,"[430968, 407129, 227461]"
12384,"[561817, 359145, 43494]"
12385,"[299971, 55084, 233740]"
12386,"[438272, 109829, 276367, 410771, 540692, 73624, 348953, 226202, 38424, 465436, 466588, 288675, 445860, 426022, 561192, 87085, 349999, 437041, 174769, 471096, 364605, 341438, 534080, 207944, 300872, 387784, 32462, 181582, 560341, 389463, 215384, 156121, 432218, 319711, 360928, 435681, 241891, 196580, 167654, 562666, 418413, 69230, 28655, 69746, 540403, 538234]"
12387,"[218968, 146898, 95029, 69542]"
12388,"[5289, 181179]"
12389,"[420186, 306677]"
12390,"[557064, 343297]"
12391,"[207365, 445438]"
12392,"[531843, 554189, 512146, 346262, 549143, 517079, 405851, 367327, 545060, 297767, 571824, 181555, 348405, 181880, 522811, 406525]"
12393,"[467337, 409484]"
12394,"[531720, 348418, 12045]"
12395,"[493961, 113740]"
12396,"[471040, 208040]"
12397,"[74434, 141125]"
12398,"[229640, 220065]"
12399,"[273026, 283903]"
12400,"[95125, 535343]"
12401,"[529755, 236276, 461550]"
12402,"[216658, 574459]"
12403,"[565720, 237019, 422414]"
12404,"[566651, 172738, 139987, 201050]"
12405,"[215676, 257223]"
12406,"[99208, 247959]"
12407,"[395148, 535757, 387407, 64626, 210450, 136660, 365819, 458750]"
12408,"[443986, 18635, 43188, 206229]"
12409,"[353849, 280011]"
12410,"[433389, 461159]"
12411,"[171412, 2454]"
12412,"[25136, 548639]"
12413,"[239808, 119064, 568179, 356199]"
12414,"[364989, 255118]"
12415,"[466569, 284811]"
12416,"[89250, 200325, 302134, 73230]"
12417,"[422331, 311324, 560702]"
12418,"[174577, 217199]"
12419,"[503577, 489221]"
12420,"[160126, 457478]"
12421,"[327428, 363287]"
12422,"[55657, 95268]"
12423,"[250386, 10183]"
12424,"[373793, 295068]"
12425,"[74717, 561950, 172079]"
12426,"[110273, 518153]"
12427,"[68321, 542671]"
12428,"[235416, 315641, 3044]"
12429,"[537368, 5624]"
12430,"[185755, 368485, 196422]"
12431,"[561374, 468547, 315811, 241990]"
12432,"[470437, 116550]"
12433,"[185201, 23371, 361110, 216903, 397243, 112557, 74255]"
12434,"[548906, 410110]"
12435,"[209330, 58580, 140911]"
12436,"[433232, 253905, 525197, 54519]"
12437,"[385321, 439491]"
12438,"[450937, 12551, 226631, 236991]"
12439,"[493784, 495985, 494706]"
12440,"[379028, 112102]"
12441,"[570684, 246926]"
12442,"[3202, 329170, 567653, 484172, 123919]"
12443,"[490193, 395794, 370947, 2421, 430250, 291083, 52623]"
12444,"[96978, 341631]"
12445,"[296692, 96638]"
12446,"[82308, 170260]"
12447,"[474323, 76023]"
12448,"[24174, 123735]"
12449,"[118956, 46605]"
12450,"[59162, 521461]"
12451,"[48042, 178804]"
12452,"[555939, 122461]"
12453,"[113152, 544039]"
12454,"[291486, 198519]"
12455,"[147062, 481230]"
12456,"[459784, 356321]"
12457,"[508283, 208229]"
12458,"[331800, 224186]"
12459,"[411206, 386510, 494726, 241583]"
12460,"[495699, 215435, 343639, 10151]"
12461,"[250536, 254452]"
12462,"[52075, 380022]"
12463,"[403392, 57818, 47464, 185077]"
12464,"[185315, 172702]"
12465,"[44595, 226645]"
12466,"[277713, 69950]"
12467,"[271429, 308075, 148828, 245325, 194094]"
12468,"[111744, 72634, 207061, 99670]"
12469,"[556673, 11354]"
12470,"[527104, 310728]"
12471,"[573445, 282630, 147466, 348174, 51222, 360470, 524317, 358432, 366627, 479270, 532527, 190512, 241714, 100413, 75839, 274501, 12359, 147535, 219226, 561242, 321628, 299104, 102498, 419939, 458853, 464999, 344177, 28787, 39027, 393334, 321657, 184449, 172163, 211076, 133253, 112774, 518281, 522377, 157835, 567434, 405641, 98444, 237706, 278665, 422033, 340107, 75925, 417945, 274590, 407717, 186534, 503974, 305332, 512181, 254135, 503993, 241853, 90302, 272584, 264397, 57551, 57557, 297180, 430301, 78046, 22749, 301282, 491747, 18658, 125158, 57579, 477421, 499949, 342255, 71920, 401649, 162035, 211189, 387319, 182520, 551164, 438526, 483586, 495877, 465157, 471308, 493842, 362772, 448789, 430360, 110878, 491813, 69926, 358708, 368949, 338230, 67895, 219448, 71990, 235835, 67907, 176451, 530762, 366922, 172364, 229709, 217422, 84302, 364889, 4445, 538976, 264544, 2408, 493932, 45420, 348528, 133493, 401781, 287106, 567683, 504197, 63881, 532878, 205201, 379284, 547226, 240027, 473513, 377262, 31151, 350638, 201143, 100800, 254401, 18883, 4551, 266696, 504265, 197074, 494035, 184788, 487892, 152025, 405977, 258523, 446943, 100837, 391653, 219626, 502251, 369132, 309742, 399862, 297464, 418297, 188921, 526845, 444929, 90628, 498191, 35343, 61971, 129556, 281114, 236065, 440866, 23077, 377384, 143912, 160300, 518700, 524847, 496185, 381498, 535097, 299582, 459334, 174666, 232016, 430673, 406098, 248405, 68184, 367195, 553568, 275041, 197221, 2666, 535152, 383602, 346742, 47735, 264825, 455290, 281209, 490108, 203397, 420490, 131723, 535182, 369296, 524950, 379544, 45721, 219803, 127643, 309916, 238237, 516763, 428712, 443050, 455343, 139952, 496312, 215738, 336571, 381629, 436930, 465612, 230095, 142037, 535254, 520918, 82648, 154330, 221915, 537308, 2781, 441054, 318181, 158440, 749, 469742, 264944, 346865, 107252, 326391, 107258, 408317, 406269, 305921, 115458, 37636, 398086, 545547, 84755, 217876, 576280, 428825, 428826, 60185, 424733, 285469, 367390, 138024, 389929, 158508, 391988, 574266, 406330, 451386, 217917, 510779, 543552, 506689, 49986, 84801, 430918, 162630, 17224, 457553, 76628, 21336, 174942, 547683, 303972, 226157, 367469, 66414, 144240, 4983, 562039, 197505, 48001, 54158, 246671, 258959, 228239, 459666, 459665, 31642, 244636, 324512, 545697, 60327, 439211, 54188, 457652, 230329, 164795, 109505, 541640, 525259, 453584, 420820, 181207, 232413, 553950, 512993, 408549, 60397, 242671, 357360, 431088, 189433, 80890, 142331, 398346, 408590, 556047, 160786, 402455, 447512, 336920, 218145, 572466, 353334, 357431, 400438, 506943, 492608, 42049, 212036, 431173, 52296, 142409, 31817, 7248, 365649, 414801, 287840, 562274, 463972, 545892, 308326, 539752, 93290, 138350, 441455, 404593, 101491, 492676, 562308, 218252, 367756, 404622, 13455, 101520, 504981, 531606, 91286, 363672, 347289, 414876, 425121, 136357, 423080, 117928, 369839, 416944, 429241, 472249, 261311, 93378, 462022, 412870, 429254, 437448, 120007, 484559, 312533, 437462, 38104, 167129, 302299, 236764, 163039, 85231, 77041, 521464, 543994, 316670, 208128, 341249, 331016, 398602, 191756, 245013, 304411, 99618, 541989, 474408, 531755, 66860, 568619, 378163, 177467, 46395, 501053, 97598, 187712, 402754, 161093, 296265, 56651, 488790, 363863, 474458, 58720, 275809, 568677, 408935, 30058, 531829, 28024, 341369, 355708, 347518, 421254, 349576, 386442, 134540, 210317, 355726, 548236, 11664, 529809, 472464, 284052, 95637, 179607, 193943, 195994, 222619, 550300, 429471, 316832, 447905, 525730, 54691, 460193, 56746, 116141, 335278, 339376, 93619, 490937, 273856, 548289, 302531, 470470, 308688, 525783, 153051, 224738, 36324, 460262, 206316, 435693, 271854, 153074, 189942, 439803, 407038, 439807, 517632, 126474, 50700, 202254, 394766, 353808, 466450, 409113, 222746, 202273, 306723, 138789, 157222, 351782, 85550, 97839, 521775, 42546, 302642, 183860, 527925, 153141, 509496, 423484, 306753, 521796, 63046, 187977, 558666, 32335, 122453, 173655, 124504, 294487, 224862, 435807, 83558, 61037, 564851, 413301, 525944, 321148, 384642, 1668, 102020, 429701, 67208, 521864, 439947, 323216, 183959, 454299, 11933, 83617, 48802, 562852, 220842, 401070, 339631, 265902, 18098, 427700, 388795, 229054, 452288, 229059, 542411, 136908, 306899, 171732, 143062, 521942, 571101, 3806, 550623, 208608, 218849, 190181, 42745, 149242, 556794, 259834, 356091, 20227, 24331, 554764, 513804, 225047, 42777, 75546, 229147, 505625, 100130, 503591, 560937, 149292, 116525, 12077, 501553, 415541, 139067, 89917, 204608, 366412, 489293, 534352, 460625, 362322, 229200, 548692, 563031, 34647, 124762, 259933, 323424, 464739, 253795, 517994, 245619, 94068, 325492, 249738, 165773, 161679, 38802, 311193, 30617, 413593, 282531, 36775, 536495, 354226, 126910, 67518, 417733, 147399, 227272, 415694, 257999, 573394, 569309, 391135, 159711, 278497, 358369, 253924, 516069, 178152, 69615, 391153, 489460, 90100, 227320, 10233, 376828, 96253]"
12472,"[411385, 356867]"
12473,"[519721, 71657, 239382]"
12474,"[502509, 383189]"
12475,"[111986, 430004]"
12476,"[29056, 449474]"
12477,"[505808, 411937]"
12478,"[182234, 559990, 25855]"
12479,"[483929, 291270, 114663]"
12480,"[225409, 103586, 517057, 455869]"
12481,"[555400, 432522]"
12482,"[203936, 466985]"
12483,"[377512, 392919]"
12484,"[250545, 171670]"
12485,"[375171, 358605]"
12486,"[389653, 106903]"
12487,"[339506, 103291, 343823]"
12488,"[360516, 108820]"
12489,"[529657, 148185, 168965]"
12490,"[398256, 260826]"
12491,"[186273, 336580]"
12492,"[224866, 346469, 334918, 277637, 401350, 259207, 190280, 255241, 88209, 498004, 154749, 391261, 509855]"
12493,"[473186, 434028, 72886]"
12494,"[544672, 17163, 447412]"
12495,"[369408, 298478]"
12496,"[507475, 247236, 452933, 318471, 136312, 386281, 193839]"
12497,"[415865, 535373, 64817]"
12498,"[310977, 217538, 126980, 482121, 44301, 156910, 149295]"
12499,"[371245, 520187, 396293]"
12500,"[377386, 499171]"
12501,"[549306, 505636, 424530]"
12502,"[134001, 37651]"
12503,"[323523, 251911]"
12504,"[165493, 457151]"
12505,"[441248, 143932, 59942]"
12506,"[234496, 65781]"
12507,"[419848, 510410]"
12508,"[546018, 486163, 142717]"
12509,"[488074, 284030, 96991]"
12510,"[555697, 248469]"
12511,"[79937, 135018]"
12512,"[445134, 92823]"
12513,"[28335, 508436, 559431]"
12514,"[56584, 300827]"
12515,"[456536, 443075]"
12516,"[132952, 217308, 562276, 536021]"
12517,"[55167, 202023]"
12518,"[203160, 487348, 76613, 176391]"
12519,"[546769, 155903]"
12520,"[268105, 477475]"
12521,"[157880, 191861]"
12522,"[244720, 163611]"
12523,"[333306, 518595, 296516]"
12524,"[540257, 572860]"
12525,"[163400, 431914]"
12526,"[320912, 354320, 391298, 28216, 221949]"
12527,"[183792, 358334, 19415]"
12528,"[87496, 562784, 359292]"
12529,"[174536, 93454, 74951]"
12530,"[400245, 264370, 341669, 461262]"
12531,"[527114, 269839]"
12532,"[59857, 682, 301689, 308565]"
12533,"[172672, 112162, 18421, 52950, 563462, 7465, 534090]"
12534,"[171465, 260797]"
12535,"[253144, 266829, 377821]"
12536,"[306409, 246349, 178482, 545202, 323063, 460441, 462683, 330143]"
12537,"[497425, 411367, 543668, 289359]"
12538,"[391192, 236647]"
12539,"[42824, 280197, 258414, 530575]"
12540,"[103680, 153719, 430588, 386382, 557071]"
12541,"[253810, 25644]"
12542,"[24073, 187817, 323643, 129869, 473819]"
12543,"[97064, 144361, 79329]"
12544,"[428481, 444138]"
12545,"[465462, 519239]"
12546,"[288768, 140746]"
12547,"[468656, 243120]"
12548,"[72619, 297308, 83535]"
12549,"[4426, 15596, 232261]"
12550,"[347113, 36943]"
12551,"[441481, 341495]"
12552,"[397203, 440151]"
12553,"[461610, 12605]"
12554,"[238417, 158815]"
12555,"[170034, 5916, 157933]"
12556,"[507432, 558680]"
12557,"[356169, 150402, 524370]"
12558,"[379171, 194755]"
12559,"[322070, 272479]"
12560,"[473628, 316766]"
12561,"[261312, 240317, 345783]"
12562,"[291632, 477045]"
12563,"[361289, 60349, 236070]"
12564,"[360976, 451346, 87899, 328822, 518967, 466731, 261132]"
12565,"[307417, 398779]"
12566,"[235208, 211745, 554298, 122220]"
12567,"[568401, 506454, 27494, 216746, 313791]"
12568,"[321897, 175461]"
12569,"[209873, 101843, 92856, 343610, 333743]"
12570,"[367720, 186703]"
12571,"[453228, 376598]"
12572,"[127322, 178180, 251055]"
12573,"[471944, 99848, 201323]"
12574,"[513329, 441757]"
12575,"[96851, 434860, 356396]"
12576,"[21049, 48378]"
12577,"[178064, 532578, 393602, 184830, 574696, 264622, 287647]"
12578,"[339688, 106621]"
12579,"[209213, 385124, 450981, 192663]"
12580,"[506105, 65308, 247965]"
12581,"[102144, 356066, 71283, 463351, 304136, 304079]"
12582,"[44305, 124308, 55671]"
12583,"[267734, 440751]"
12584,"[246778, 111187, 453006, 291407]"
12585,"[340081, 224651, 238629, 468719]"
12586,"[104480, 338830]"
12587,"[7098, 452220, 55359]"
12588,"[391968, 343940, 399141, 541292, 99022, 18286, 157330, 83539, 95542]"
12589,"[316243, 567685]"
12590,"[530812, 524476]"
12591,"[520387, 534597, 419589, 352207]"
12592,"[489380, 343621, 544550, 59748, 265767, 279002, 331571, 102103, 123578, 162205, 200799]"
12593,"[470067, 566788, 568917, 141291]"
12594,"[90817, 542196, 566831]"
12595,"[506837, 379335]"
12596,"[430712, 29076, 397143]"
12597,"[253731, 254476]"
12598,"[422460, 461917]"
12599,"[573864, 351968, 201907, 304292]"
12600,"[352521, 354074, 315771, 514348, 450671]"
12601,"[148104, 94061, 231629]"
12602,"[169544, 397769]"
12603,"[196449, 492260, 432660, 190806, 139321, 506331]"
12604,"[270568, 506986, 376472]"
12605,"[97872, 544083]"
12606,"[217728, 86002]"
12607,"[141315, 195046, 137960, 152331, 470219, 378805, 487703, 252377]"
12608,"[4883, 565204, 30804, 553398, 218713, 75786, 58589]"
12609,"[34132, 291437, 376586, 392669, 525231]"
12610,"[280512, 405281, 29337, 126428]"
12611,"[405922, 495629]"
12612,"[108956, 129052]"
12613,"[478440, 539889, 402570, 438660]"
12614,"[352956, 475812]"
12615,"[540233, 19595]"
12616,"[171523, 307660, 112951]"
12617,"[518060, 317030]"
12618,"[335472, 508835, 528108, 215223]"
12619,"[454371, 22195, 13187, 211242, 1407]"
12620,"[259043, 560616, 266088, 122287, 180053, 256406, 426682, 382523, 560575]"
12621,"[456961, 214291, 228644, 201501]"
12622,"[463907, 283588, 411502]"
12623,"[556569, 42494]"
12624,"[212477, 170750]"
12625,"[128033, 302780, 556604]"
12626,"[177574, 196574, 543119]"
12627,"[382579, 405205]"
12628,"[257640, 15484, 405637]"
12629,"[368586, 393843]"
12630,"[61310, 207415]"
12631,"[368032, 223936]"
12632,"[187768, 560425]"
12633,"[290752, 172820, 535437, 310510]"
12634,"[511115, 548375]"
12635,"[176421, 338151]"
12636,"[358448, 432415]"
12637,"[247320, 299866, 251818]"
12638,"[551844, 245879]"
12639,"[513440, 108099, 395143, 177404, 242703]"
12640,"[551881, 208109]"
12641,"[558883, 349639, 436589, 392590, 506639, 10578, 87058, 195576, 386777, 179770, 290777]"
12642,"[268864, 550134, 186791, 143849, 531341, 106478]"
12643,"[98130, 92148, 371861, 422328, 312830]"
12644,"[426412, 291196, 148655]"
12645,"[531802, 59115]"
12646,"[417691, 399244, 451406]"
12647,"[438958, 21255]"
12648,"[259994, 74219, 130759]"
12649,"[442836, 197382]"
12650,"[203835, 134187, 119725]"
12651,"[120648, 88807]"
12652,"[304672, 284258]"
12653,"[47150, 166895]"
12654,"[62832, 545385]"
12655,"[29440, 234834]"
12656,"[228558, 263582, 168271]"
12657,"[384956, 52509, 300332]"
12658,"[562957, 539982, 358879]"
12659,"[106901, 387335]"
12660,"[2628, 269572, 528154, 294524, 517839]"
12661,"[456, 18706]"
12662,"[145273, 267413, 562077]"
12663,"[78507, 207487]"
12664,"[545056, 416770, 10147, 236997, 474602, 76109, 314606, 506607, 541651, 296565, 453401, 133850, 350589, 142143]"
12665,"[128099, 389103]"
12666,"[230089, 117702]"
12667,"[437265, 36342]"
12668,"[349641, 249242, 228052]"
12669,"[423965, 385559]"
12670,"[345298, 333981, 276917]"
12671,"[102345, 520658, 481847]"
12672,"[56796, 118207]"
12673,"[264034, 574414, 232062]"
12674,"[21690, 417590]"
12675,"[101625, 120875]"
12676,"[177163, 490364, 1086, 464647]"
12677,"[570223, 85607]"
12678,"[121590, 14111]"
12679,"[12704, 182437, 297608, 494096, 110737, 394227, 121907, 209690, 111548]"
12680,"[117025, 56882, 64228, 290459, 569407]"
12681,"[468609, 328066]"
12682,"[529234, 278077, 132774]"
12683,"[170392, 410872]"
12684,"[149673, 251691, 453118, 123439]"
12685,"[325136, 509421]"
12686,"[382177, 365802, 4926]"
12687,"[235474, 75901]"
12688,"[439616, 74356]"
12689,"[415373, 293862, 222022, 15705, 519580, 449405]"
12690,"[80827, 423396, 214284]"
12691,"[516829, 50590]"
12692,"[556674, 352323, 452999]"
12693,"[488913, 59044, 24068, 366157]"
12694,"[64000, 261826, 205066, 435198]"
12695,"[527162, 451607]"
12696,"[488336, 536613, 525085]"
12697,"[486899, 201228, 517357, 377327]"
12698,"[128933, 225431]"
12699,"[166314, 347717, 87359]"
12700,"[177298, 546500]"
12701,"[278564, 309775]"
12702,"[131704, 325847]"
12703,"[546707, 426102]"
12704,"[474437, 160614, 456396, 17068, 122670, 500622, 32529, 439217, 99602, 429846, 125078, 474493, 323487]"
12705,"[551425, 530195, 204949, 423261, 554110]"
12706,"[199577, 408899, 466596, 175158]"
12707,"[199632, 428572]"
12708,"[89353, 139621]"
12709,"[324833, 219061, 16878, 314812, 76860]"
12710,"[390018, 500546, 291526, 229255, 149355, 214202, 560091, 433405]"
12711,"[320928, 411192, 215253]"
12712,"[283561, 458708]"
12713,"[384794, 495798]"
12714,"[465276, 76689, 10452, 154071]"
12715,"[399683, 465581]"
12716,"[365203, 253646]"
12717,"[91633, 375774]"
12718,"[321920, 352674, 185430]"
12719,"[414920, 292549]"
12720,"[306709, 111501]"
12721,"[135267, 515080, 174618, 35644, 12446]"
12722,"[422432, 175851, 265141]"
12723,"[22754, 98627, 202969, 342140, 170505]"
12724,"[496160, 568273, 320452, 510937, 257212]"
12725,"[162296, 371611, 437444, 374387]"
12726,"[504282, 345239]"
12727,"[136988, 469663]"
12728,"[567511, 414871, 29721, 9258, 340268]"
12729,"[428208, 452127]"
12730,"[353561, 105098]"
12731,"[529986, 23483, 201628]"
12732,"[377304, 308570, 168293]"
12733,"[197780, 153926]"
12734,"[356186, 133956]"
12735,"[544784, 272164, 224839]"
12736,"[360009, 146598]"
12737,"[445033, 292527]"
12738,"[338544, 125554]"
12739,"[401116, 505174]"
12740,"[564158, 514367]"
12741,"[499682, 163122, 65684, 111941, 418711, 37962]"
12742,"[239219, 367814]"
12743,"[156040, 450064, 313084]"
12744,"[343027, 101261]"
12745,"[323752, 351528, 312115, 350274]"
12746,"[321400, 73928]"
12747,"[552780, 378422]"
12748,"[246745, 278372, 186581]"
12749,"[176025, 241191]"
12750,"[101316, 437574]"
12751,"[150217, 508986, 235759]"
12752,"[320800, 442411]"
12753,"[1065, 222922, 224317, 547406]"
12754,"[27234, 17278]"
12755,"[393688, 393150]"
12756,"[155953, 232478, 564758]"
12757,"[406448, 303239]"
12758,"[163841, 283874, 468705, 286914, 30309, 244039, 409448, 131246, 304113, 328243, 431740]"
12759,"[354833, 218014]"
12760,"[268816, 554612]"
12761,"[496193, 396995, 482557, 133435, 282893]"
12762,"[524157, 55941, 265262]"
12763,"[500689, 104138]"
12764,"[439057, 389033, 545751]"
12765,"[169266, 116111]"
12766,"[448652, 359125]"
12767,"[463034, 290191]"
12768,"[330707, 138238]"
12769,"[458795, 159300]"
12770,"[274505, 456127]"
12771,"[337159, 351815]"
12772,"[539712, 405883, 81700, 145783]"
12773,"[92051, 58375]"
12774,"[28664, 352293]"
12775,"[142624, 424667]"
12776,"[153915, 250228, 557351]"
12777,"[432555, 484063]"
12778,"[337960, 293148, 266376, 481471]"
12779,"[433977, 155490]"
12780,"[530562, 476258, 214788, 504195, 23927, 307129, 350171]"
12781,"[52691, 386488, 253738, 348667, 76140, 575598, 352415]"
12782,"[266969, 154715]"
12783,"[402048, 155308, 511624, 386635, 140156, 505742, 530767]"
12784,"[311264, 51208, 226294]"
12785,"[492304, 520585, 537794, 489591]"
12786,"[514565, 189551]"
12787,"[15888, 371764, 551894]"
12788,"[438253, 350742]"
12789,"[419785, 80980]"
12790,"[326634, 45036]"
12791,"[113730, 297708, 385893, 82101]"
12792,"[407583, 29300, 50975]"
12793,"[435292, 437158]"
12794,"[156146, 222692, 469653, 431725]"
12795,"[319755, 253277]"
12796,"[337221, 188159]"
12797,"[303746, 515101]"
12798,"[474250, 214475, 266268]"
12799,"[26752, 23444, 51518, 448335]"
12800,"[232074, 192754]"
12801,"[415130, 177923]"
12802,"[499672, 134618, 243118]"
12803,"[449376, 566507]"
12804,"[390989, 240766]"
12805,"[439537, 355741]"
12806,"[442130, 368467, 371988, 225699, 15722]"
12807,"[240807, 550106, 426407]"
12808,"[395120, 271329]"
12809,"[48768, 337058, 13341]"
12810,"[552723, 503966]"
12811,"[16282, 211243, 215821, 335374]"
12812,"[539528, 300180]"
12813,"[275700, 41862]"
12814,"[118288, 261552, 207919]"
12815,"[67450, 189341]"
12816,"[530546, 119605]"
12817,"[218408, 150903]"
12818,"[44768, 215189, 425991]"
12819,"[373386, 495979]"
12820,"[215493, 392990, 365631]"
12821,"[473976, 541362]"
12822,"[145508, 136924]"
